iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
73,"(8, 5)","(9, 5)",West,"[(9, 5), (7, 5)]","[(11, 5), (1, 4), (6, 1), (7, 2), (7, 4), (8, 5)]","[(7, 5), (11, 5), (1, 4), (6, 1), (7, 2), (7, 4)]",74,21,0,21
74,"(7, 4)","(7, 3)",North,"[(7, 5), (7, 3)]","[(7, 5), (11, 5), (1, 4), (6, 1), (7, 2), (7, 4)]","[(7, 5), (7, 5), (11, 5), (1, 4), (6, 1), (7, 2)]",75,21,0,21
75,"(7, 2)","(7, 3)",South,"[(7, 3), (7, 1)]","[(7, 5), (7, 5), (11, 5), (1, 4), (6, 1), (7, 2)]","[(7, 1), (7, 5), (7, 5), (11, 5), (1, 4), (6, 1)]",76,21,0,21
76,"(6, 1)","(5, 1)",East,"[(7, 1), (5, 1)]","[(7, 1), (7, 5), (7, 5), (11, 5), (1, 4), (6, 1)]","[(7, 1), (7, 1), (7, 5), (7, 5), (11, 5), (1, 4)]",77,21,0,21
77,"(1, 4)","(1, 5)",South,"[(1, 5), (1, 3)]","[(7, 1), (7, 1), (7, 5), (7, 5), (11, 5), (1, 4)]","[(1, 3), (7, 1), (7, 1), (7, 5), (7, 5), (11, 5)]",78,21,0,21
78,"(11, 5)","(10, 5)",East,"[(11, 4), (10, 5)]","[(1, 3), (7, 1), (7, 1), (7, 5), (7, 5), (11, 5)]","[(11, 4), (1, 3), (7, 1), (7, 1), (7, 5), (7, 5)]",79,22,0,22
79,"(7, 5)","(8, 5)",West,"[(7, 4), (8, 5)]","[(11, 4), (1, 3), (7, 1), (7, 1), (7, 5), (7, 5)]","[(11, 4), (1, 3), (7, 1), (7, 1), (7, 5)]",80,22,0,22
80,"(7, 1)","(7, 2)",South,"[(7, 2), (6, 1)]","[(11, 4), (1, 3), (7, 1), (7, 1)]","[(11, 4), (1, 3), (7, 1)]",81,22,0,22
81,"(1, 3)","(1, 4)",South,"[(1, 4), (1, 2), (2, 3)]","[(11, 4), (1, 3)]","[(2, 3), (1, 2), (11, 4)]",82,22,0,22
82,"(11, 4)","(11, 5)",South,"[(11, 5), (11, 3)]","[(2, 3), (1, 2), (11, 4)]","[(11, 3), (2, 3), (1, 2)]",83,23,0,23
83,"(1, 2)","(1, 3)",South,"[(1, 3), (1, 1)]","[(11, 3), (2, 3), (1, 2)]","[(1, 1), (11, 3), (2, 3)]",84,23,0,23
84,"(2, 3)","(1, 3)",East,"[(3, 3), (1, 3)]","[(1, 1), (11, 3), (2, 3)]","[(3, 3), (1, 1), (11, 3)]",85,23,0,23
85,"(11, 3)","(11, 4)",South,"[(11, 4), (12, 3)]","[(3, 3), (1, 1), (11, 3)]","[(12, 3), (3, 3), (1, 1)]",86,24,0,24
86,"(1, 1)","(1, 2)",South,[],"[(12, 3), (3, 3), (1, 1)]","[(12, 3), (3, 3)]",86,24,0,24
