iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
34,"(19, 3)","(20, 3)",West,"[(20, 3), (18, 3)]","[(19, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(18, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",22,20,42
35,"(18, 3)","(19, 3)",West,"[(19, 3), (17, 3)]","[(18, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(17, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",23,19,42
36,"(17, 3)","(18, 3)",West,"[(18, 3), (16, 3)]","[(17, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(16, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",24,18,42
37,"(16, 3)","(17, 3)",West,"[(17, 3), (15, 3)]","[(16, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(15, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",25,17,42
38,"(15, 3)","(16, 3)",West,"[(15, 4), (15, 2), (16, 3), (14, 3)]","[(15, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(15, 2), (14, 3), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",26,16,42
39,"(15, 2)","(15, 3)",South,"[(15, 3), (15, 1)]","[(15, 2), (14, 3), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(15, 1), (14, 3), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",27,15,42
40,"(15, 1)","(15, 2)",South,"[(15, 2), (16, 1)]","[(15, 1), (14, 3), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(14, 3), (16, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",28,14,42
41,"(14, 3)","(15, 3)",West,"[(15, 3), (13, 3)]","[(14, 3), (16, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(13, 3), (16, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",27,15,42
42,"(13, 3)","(14, 3)",West,"[(13, 4), (14, 3)]","[(13, 3), (16, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(16, 1), (13, 4), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",28,14,42
43,"(16, 1)","(15, 1)",East,"[(17, 1), (15, 1)]","[(16, 1), (13, 4), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(13, 4), (17, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (16, 1), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",29,15,44
44,"(13, 4)","(13, 3)",North,"[(13, 5), (13, 3)]","[(13, 4), (17, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(17, 1), (13, 5), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (16, 1), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",29,15,44
45,"(17, 1)","(16, 1)",East,"[(16, 1)]","[(17, 1), (13, 5), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(13, 5), (15, 4), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (16, 1), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (17, 1), (19, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",30,16,46
46,"(13, 5)","(13, 4)",North,"[(13, 4)]","[(13, 5), (15, 4), (28, 1), (24, 1), (33, 4), (31, 6), (25, 4), (35, 4), (27, 4)]","[(15, 4), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (17, 1), (19, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",30,16,46
47,"(15, 4)","(15, 3)",North,"[(15, 5), (15, 3)]","[(15, 4), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(15, 5), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (17, 1), (19, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",27,17,44
48,"(15, 5)","(15, 4)",North,"[(15, 4), (16, 5)]","[(15, 5), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(16, 5), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (13, 5), (15, 2), (16, 1), (15, 5), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (13, 4), (25, 3), (35, 1), (15, 4), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (17, 1), (19, 1), (33, 3), (35, 3), (24, 3), (13, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",28,18,46
