iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
0,"(1, 2)",None,None,"[(1, 3), (1, 1), (2, 2)]","[(1, 2)]","[(2, 2), (1, 1), (1, 3)]",1,0,0,0
1,"(1, 3)","(1, 2)",North,"[(1, 2), (2, 3)]","[(2, 2), (1, 1), (1, 3)]","[(2, 3), (2, 2), (1, 1)]",2,1,0,1
2,"(1, 1)","(1, 2)",South,"[(1, 2), (2, 1)]","[(2, 3), (2, 2), (1, 1)]","[(2, 1), (2, 3), (2, 2)]",3,1,0,1
3,"(2, 2)","(1, 2)",East,[],"[(2, 1), (2, 3), (2, 2)]","[(2, 1), (2, 3)]",3,1,0,1
