iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
75,"(21, 1)","(22, 1)",West,"[(22, 1), (20, 1)]","[(22, 7), (23, 8), (19, 3), (21, 1)]","[(20, 1), (22, 7), (23, 8), (19, 3)]",76,22,0,22
76,"(19, 3)","(20, 3)",West,"[(20, 3), (18, 3)]","[(20, 1), (22, 7), (23, 8), (19, 3)]","[(18, 3), (20, 1), (22, 7), (23, 8)]",77,22,0,22
77,"(23, 8)","(23, 7)",North,"[(23, 9), (23, 7)]","[(18, 3), (20, 1), (22, 7), (23, 8)]","[(23, 9), (18, 3), (20, 1), (22, 7)]",78,23,0,23
78,"(22, 7)","(23, 7)",West,"[(23, 7), (21, 7)]","[(23, 9), (18, 3), (20, 1), (22, 7)]","[(21, 7), (23, 9), (18, 3), (20, 1)]",79,23,0,23
79,"(20, 1)","(21, 1)",West,"[(21, 1), (19, 1)]","[(21, 7), (23, 9), (18, 3), (20, 1)]","[(19, 1), (21, 7), (23, 9), (18, 3)]",80,23,0,23
80,"(18, 3)","(19, 3)",West,"[(19, 3), (17, 3)]","[(19, 1), (21, 7), (23, 9), (18, 3)]","[(17, 3), (19, 1), (21, 7), (23, 9)]",81,23,0,23
81,"(23, 9)","(23, 8)",North,"[(23, 8), (24, 9)]","[(17, 3), (19, 1), (21, 7), (23, 9)]","[(24, 9), (17, 3), (19, 1), (21, 7)]",82,24,0,24
82,"(21, 7)","(22, 7)",West,"[(21, 8), (21, 6), (22, 7)]","[(24, 9), (17, 3), (19, 1), (21, 7)]","[(21, 6), (21, 8), (24, 9), (17, 3), (19, 1)]",83,24,0,24
83,"(19, 1)","(20, 1)",West,"[(20, 1)]","[(21, 6), (21, 8), (24, 9), (17, 3), (19, 1)]","[(21, 6), (21, 8), (24, 9), (17, 3)]",84,24,0,24
84,"(17, 3)","(18, 3)",West,"[(18, 3), (16, 3)]","[(21, 6), (21, 8), (24, 9), (17, 3)]","[(16, 3), (21, 6), (21, 8), (24, 9)]",85,24,0,24
85,"(24, 9)","(23, 9)",East,"[(25, 9), (23, 9)]","[(16, 3), (21, 6), (21, 8), (24, 9)]","[(25, 9), (16, 3), (21, 6), (21, 8)]",86,25,0,25
