iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
105,"(2, 16)","(3, 16)",West,"[(3, 16), (1, 16)]","[(2, 16), (31, 4), (30, 3), (26, 9), (13, 14), (15, 10), (12, 13), (12, 11)]","[(30, 3), (31, 4), (15, 10), (26, 9), (13, 14), (12, 11), (12, 13), (1, 16)]",106,32,0,32
106,"(30, 3)","(30, 4)",South,"[(30, 4), (31, 3)]","[(30, 3), (31, 4), (15, 10), (26, 9), (13, 14), (12, 11), (12, 13), (1, 16)]","[(31, 4), (26, 9), (15, 10), (1, 16), (13, 14), (12, 11), (12, 13), (31, 3)]",107,33,0,33
107,"(31, 4)","(30, 4)",East,"[(31, 3), (32, 4), (30, 4)]","[(31, 4), (26, 9), (15, 10), (1, 16), (13, 14), (12, 11), (12, 13), (31, 3)]","[(26, 9), (13, 14), (15, 10), (1, 16), (31, 3), (12, 11), (12, 13), (31, 3), (32, 4)]",108,33,0,33
108,"(26, 9)","(25, 9)",East,"[(27, 9), (25, 9)]","[(26, 9), (13, 14), (15, 10), (1, 16), (31, 3), (12, 11), (12, 13), (31, 3), (32, 4)]","[(13, 14), (1, 16), (15, 10), (31, 3), (31, 3), (12, 11), (12, 13), (32, 4), (27, 9)]",109,33,0,33
109,"(13, 14)","(14, 14)",West,"[(14, 14), (12, 14)]","[(13, 14), (1, 16), (15, 10), (31, 3), (31, 3), (12, 11), (12, 13), (32, 4), (27, 9)]","[(15, 10), (1, 16), (12, 13), (31, 3), (31, 3), (12, 11), (27, 9), (32, 4), (12, 14)]",110,33,0,33
110,"(15, 10)","(14, 10)",East,"[(16, 10), (14, 10)]","[(15, 10), (1, 16), (12, 13), (31, 3), (31, 3), (12, 11), (27, 9), (32, 4), (12, 14)]","[(12, 13), (1, 16), (12, 11), (31, 3), (31, 3), (12, 14), (27, 9), (32, 4), (16, 10)]",111,33,0,33
111,"(12, 13)","(12, 12)",North,"[(12, 14), (12, 12)]","[(12, 13), (1, 16), (12, 11), (31, 3), (31, 3), (12, 14), (27, 9), (32, 4), (16, 10)]","[(12, 11), (1, 16), (27, 9), (31, 3), (31, 3), (12, 14), (16, 10), (32, 4), (12, 14)]",112,33,0,33
112,"(12, 11)","(12, 12)",South,"[(12, 12), (12, 10)]","[(12, 11), (1, 16), (27, 9), (31, 3), (31, 3), (12, 14), (16, 10), (32, 4), (12, 14)]","[(1, 16), (31, 3), (27, 9), (31, 3), (12, 14), (12, 14), (16, 10), (32, 4), (12, 10)]",113,33,0,33
113,"(1, 16)","(2, 16)",West,"[(1, 15), (2, 16)]","[(1, 16), (31, 3), (27, 9), (31, 3), (12, 14), (12, 14), (16, 10), (32, 4), (12, 10)]","[(31, 3), (31, 3), (27, 9), (32, 4), (12, 14), (12, 14), (16, 10), (12, 10), (1, 15)]",114,33,0,33
114,"(31, 3)","(30, 3)",East,"[(31, 4), (30, 3)]","[(31, 3), (31, 3), (27, 9), (32, 4), (12, 14), (12, 14), (16, 10), (12, 10), (1, 15)]","[(31, 3), (32, 4), (27, 9), (12, 10), (12, 14), (12, 14), (16, 10), (1, 15)]",115,34,0,34
115,"(32, 4)","(31, 4)",East,"[(33, 4), (31, 4)]","[(32, 4), (12, 14), (27, 9), (12, 10), (1, 15), (12, 14), (16, 10)]","[(27, 9), (12, 14), (12, 14), (12, 10), (1, 15), (16, 10), (33, 4)]",116,34,0,34
116,"(27, 9)","(26, 9)",East,"[(27, 8), (26, 9)]","[(27, 9), (12, 14), (12, 14), (12, 10), (1, 15), (16, 10), (33, 4)]","[(12, 14), (12, 14), (16, 10), (12, 10), (1, 15), (33, 4), (27, 8)]",117,34,0,34
117,"(12, 14)","(13, 14)",West,"[(12, 13), (13, 14)]","[(12, 14), (12, 14), (16, 10), (12, 10), (1, 15), (33, 4), (27, 8)]","[(16, 10), (12, 14), (33, 4), (12, 10), (1, 15), (27, 8)]",118,34,0,34
118,"(16, 10)","(15, 10)",East,"[(17, 10), (15, 10)]","[(16, 10), (12, 14), (33, 4), (12, 10), (1, 15), (27, 8)]","[(12, 14), (12, 10), (33, 4), (27, 8), (1, 15), (17, 10)]",119,34,0,34
119,"(12, 10)","(12, 11)",South,"[(12, 11), (11, 10)]","[(12, 10), (1, 15), (33, 4), (27, 8), (17, 10)]","[(1, 15), (27, 8), (33, 4), (17, 10), (11, 10)]",120,34,0,34
120,"(1, 15)","(1, 16)",South,"[(1, 16), (1, 14)]","[(1, 15), (27, 8), (33, 4), (17, 10), (11, 10)]","[(33, 4), (27, 8), (11, 10), (17, 10), (1, 14)]",121,34,0,34
121,"(33, 4)","(32, 4)",East,"[(34, 4), (32, 4)]","[(33, 4), (27, 8), (11, 10), (17, 10), (1, 14)]","[(27, 8), (17, 10), (11, 10), (1, 14), (34, 4)]",122,35,0,35
122,"(27, 8)","(27, 9)",South,"[(27, 9), (27, 7)]","[(27, 8), (17, 10), (11, 10), (1, 14), (34, 4)]","[(17, 10), (1, 14), (11, 10), (34, 4), (27, 7)]",123,35,0,35
123,"(17, 10)","(16, 10)",East,"[(17, 9), (16, 10)]","[(17, 10), (1, 14), (11, 10), (34, 4), (27, 7)]","[(11, 10), (1, 14), (27, 7), (34, 4), (17, 9)]",124,35,0,35
124,"(11, 10)","(12, 10)",West,"[(12, 10), (10, 10)]","[(11, 10), (1, 14), (27, 7), (34, 4), (17, 9)]","[(1, 14), (34, 4), (27, 7), (17, 9), (10, 10)]",125,35,0,35
125,"(1, 14)","(1, 15)",South,"[(1, 15), (1, 13)]","[(1, 14), (34, 4), (27, 7), (17, 9), (10, 10)]","[(34, 4), (17, 9), (27, 7), (10, 10), (1, 13)]",126,35,0,35
126,"(34, 4)","(33, 4)",East,"[(34, 3), (33, 4)]","[(34, 4), (17, 9), (27, 7), (10, 10), (1, 13)]","[(27, 7), (17, 9), (1, 13), (10, 10), (34, 3)]",127,36,0,36
127,"(27, 7)","(27, 8)",South,"[(27, 8), (27, 6)]","[(27, 7), (17, 9), (1, 13), (10, 10), (34, 3)]","[(17, 9), (10, 10), (1, 13), (34, 3), (27, 6)]",128,36,0,36
128,"(17, 9)","(17, 10)",South,"[(17, 10), (17, 8)]","[(17, 9), (10, 10), (1, 13), (34, 3), (27, 6)]","[(10, 10), (34, 3), (1, 13), (27, 6), (17, 8)]",129,36,0,36
129,"(10, 10)","(11, 10)",West,"[(10, 11), (11, 10)]","[(10, 10), (34, 3), (1, 13), (27, 6), (17, 8)]","[(1, 13), (34, 3), (17, 8), (27, 6), (10, 11)]",130,36,0,36
130,"(1, 13)","(1, 14)",South,"[(1, 14), (1, 12)]","[(1, 13), (34, 3), (17, 8), (27, 6), (10, 11)]","[(34, 3), (27, 6), (17, 8), (10, 11), (1, 12)]",131,36,0,36
131,"(34, 3)","(34, 4)",South,"[(34, 4), (34, 2)]","[(34, 3), (27, 6), (17, 8), (10, 11), (1, 12)]","[(27, 6), (10, 11), (17, 8), (1, 12), (34, 2)]",132,37,0,37
132,"(27, 6)","(27, 7)",South,"[(27, 7), (27, 5)]","[(27, 6), (10, 11), (17, 8), (1, 12), (34, 2)]","[(17, 8), (10, 11), (34, 2), (1, 12), (27, 5)]",133,37,0,37
